study_hours_per_day,phone_usage_hours,social_media_hours,youtube_hours,gaming_hours,breaks_per_day,coffee_intake_mg,assignments_completed,attendance_percentage,focus_score,sleep_hours,stress_level,exercise_minutes,productivity_score,productivity_label
6.84,11.1,2.82,3.71,1.84,14,431,19,79.17,72,7.775,4.0,19.0,82.55625057882139,High
8.17,6.52,4.71,2.45,3.44,7,83,17,48.64,43,7.305,6.0,47.0,64.1462378845109,Medium
2.76,2.06,0.87,0.51,3.3,13,347,9,69.82,84,7.27,6.5,79.0,89.34312732936233,High
9.8,3.4,1.2,5.98,0.02,7,445,8,80.13,99,8.45,7.5,85.0,84.55037737423477,High
1.82,2.17,6.3,2.48,3.0,1,34,12,74.19,94,8.635,6.0,38.5,75.94404275865234,High
3.5,3.1,3.5,0.83,4.62,13,457,4,47.73,89,8.33,5.0,84.5,54.592898064306375,Medium
5.16,3.52,0.71,4.96,3.64,10,469,11,45.86,45,7.300000000000001,7.5,94.5,62.37482699236318,Medium
8.18,7.21,2.55,2.84,0.22,7,225,14,91.54,94,5.904999999999999,4.0,95.0,95.95468477979632,High
4.08,3.51,3.7,0.74,5.58,9,339,10,93.65,94,7.375,3.0,33.0,88.08681365701567,High
2.21,6.15,1.89,3.47,4.73,6,54,6,84.21,96,6.17,5.0,78.0,80.46904584920013,High
4.92,7.88,5.42,4.46,1.42,13,193,15,58.34,81,4.66,8.0,31.0,37.73630626724968,Low
5.03,9.45,6.46,1.98,3.15,1,451,11,43.13,47,6.23,4.5,96.0,39.84164302923502,Low
0.65,10.65,6.2,3.01,0.69,4,271,15,78.12,33,7.455,4.5,80.0,57.17104125296777,Medium
0.7,2.33,4.54,5.29,2.06,2,225,2,49.76,60,6.96,5.5,21.0,47.67726003061722,Low
3.14,7.91,3.65,2.25,0.25,10,194,0,80.76,48,8.775,6.0,64.0,45.69685528446923,Low
7.54,1.8,7.41,5.58,3.4,2,76,0,61.5,94,8.030000000000001,6.0,57.0,66.03957058171848,Medium
3.98,3.2,0.92,1.57,0.48,11,432,5,95.16,87,6.83,3.5,27.5,87.15088633892307,High
2.51,7.06,4.09,2.9,5.39,3,162,7,45.44,59,6.14,5.0,75.5,50.29638752457081,Medium
1.57,11.39,2.57,4.61,2.38,13,335,10,89.52,33,6.125,5.5,53.0,31.747612734728985,Low
3.16,7.5,3.56,1.88,5.17,10,62,19,69.7,97,5.565,2.5,44.5,84.75246026514355,High
5.07,10.57,5.12,2.05,2.94,10,78,14,76.41,72,6.695,6.5,71.0,57.73386055248844,Medium
1.39,8.23,4.62,3.95,1.04,7,37,12,71.13,83,8.55,4.0,55.5,71.0082801998268,Medium
0.64,9.12,5.71,2.94,1.57,1,181,17,44.91,37,7.925,3.0,84.5,45.19440335476297,Low
1.71,3.05,0.15,1.91,3.32,11,155,9,90.04,37,5.175,7.5,97.5,60.14295752055894,Medium
7.51,6.09,3.84,2.86,0.68,8,221,16,40.47,63,6.67,5.0,40.0,70.89414329115411,Medium
4.93,9.75,5.53,1.65,1.08,9,427,9,64.54,70,7.57,3.0,45.0,61.546755606135946,Medium
4.73,8.1,6.36,2.13,5.53,11,175,3,68.79,62,6.79,4.0,50.0,54.57695599952884,Medium
0.69,0.86,0.91,4.93,1.09,14,106,10,68.61,91,7.77,8.0,70.0,72.33295697032945,High
7.25,8.18,2.54,3.25,3.28,6,182,19,41.54,65,6.005,8.5,29.5,63.927835326846136,Medium
2.42,2.71,4.68,2.59,2.98,1,460,4,97.13,35,7.115,7.0,80.5,54.12818189086399,Medium
1.36,11.21,3.08,1.82,0.01,9,204,5,60.19,69,6.655,8.5,56.5,50.443562248338274,Medium
8.5,11.18,3.12,4.52,3.89,14,61,5,82.69,66,5.995,7.5,69.0,58.55327541756193,Medium
5.11,10.22,1.29,5.1,4.09,4,118,9,83.9,47,8.725,6.0,100.5,61.22954469585149,Medium
7.61,2.75,1.75,1.57,1.13,9,139,14,93.28,98,7.11,8.0,25.0,100.0,High
8.31,1.81,2.25,5.98,2.79,7,196,11,57.75,58,8.0,4.5,69.5,94.3567998357216,High
9.66,10.74,5.74,3.78,5.51,4,426,1,91.29,92,8.335,6.5,39.0,52.94919696398678,Medium
6.43,6.05,3.32,5.29,5.96,2,243,0,92.23,90,6.76,8.5,59.5,50.72720844809729,Medium
1.15,10.59,1.68,2.85,5.35,1,482,14,50.86,32,4.550000000000001,8.0,73.0,34.983328649792355,Low
5.8,10.34,0.5,4.26,0.43,12,66,10,51.93,72,8.025,7.5,48.0,77.17339484610946,High
5.34,10.38,4.49,5.92,5.73,6,217,12,99.71,60,7.245,3.5,47.5,67.6347848653977,Medium
1.05,3.16,1.64,5.67,5.58,7,82,7,68.94,99,5.385,6.5,34.5,59.832433431248496,Medium
3.41,8.08,4.72,1.31,1.94,8,251,18,98.45,41,6.165,3.0,62.0,72.46708855213097,High
4.42,11.3,4.36,4.43,2.36,9,389,16,69.54,71,7.234999999999999,2.5,52.5,80.07268593140984,High
2.03,4.36,2.69,1.5,2.4,12,6,0,51.3,32,8.485,4.5,43.5,53.90438208793636,Medium
0.58,8.08,1.87,5.83,4.78,4,345,17,78.97,45,7.640000000000001,2.0,73.5,80.61422201904338,High
7.69,4.71,3.49,4.75,5.79,1,379,1,70.68,86,7.72,8.5,47.5,60.69661139901307,Medium
8.59,3.54,2.69,4.89,1.74,3,422,19,41.67,62,7.905,6.0,77.0,100.0,High
2.68,9.87,2.67,5.62,5.92,4,106,6,86.7,85,7.96,3.0,42.0,70.91561621578768,Medium
0.54,2.67,7.54,4.4,5.94,12,368,11,94.62,62,5.645,7.0,20.5,53.24699670986093,Medium
8.95,1.75,4.72,1.89,2.95,3,90,18,99.26,45,8.085,6.5,48.5,85.79459550379391,High
1.77,3.66,5.28,3.97,4.91,9,481,14,80.15,75,8.005,2.5,36.5,73.99314530922872,High
4.33,5.64,1.55,3.22,2.5,2,410,17,64.97,55,7.484999999999999,6.5,52.5,71.46235249836958,Medium
3.98,9.7,3.2,4.38,4.41,8,101,6,73.53,83,7.15,5.5,81.5,55.906245018018815,Medium
2.06,3.18,2.07,1.58,3.12,2,439,2,93.02,57,6.245,3.5,59.5,70.06960709402213,Medium
6.19,10.93,7.41,3.3,4.32,7,142,11,44.3,63,5.005,4.5,82.0,60.44744846581734,Medium
9.23,6.82,3.67,1.67,0.56,3,496,19,90.23,56,8.059999999999999,5.5,60.5,95.4528933274406,High
5.38,8.7,7.32,4.35,0.83,10,110,1,70.03,94,8.17,6.0,73.5,40.949673066438336,Low
9.74,3.39,4.02,4.8,0.97,4,434,13,84.15,79,5.395,6.5,46.5,100.0,High
2.31,10.19,7.8,1.07,5.45,9,489,11,69.9,39,8.62,7.0,84.5,30.16518736555705,Low
8.56,0.86,5.52,5.76,4.05,8,234,6,67.11,63,5.6,7.0,64.5,67.04042120165767,Medium
2.94,2.93,4.65,3.28,2.99,10,476,16,97.18,54,7.285,6.0,59.5,69.52992527965701,Medium
2.88,9.47,5.2,5.29,0.47,2,284,9,85.45,81,6.005,5.0,92.5,63.36182818346985,Medium
1.62,1.25,0.8,1.53,3.32,8,352,9,80.51,54,7.76,8.0,35.5,70.57160849695617,Medium
8.7,7.32,5.01,1.16,1.05,13,307,11,92.46,93,4.91,4.5,64.5,81.20693935689438,High
7.39,8.81,2.42,5.7,1.45,9,417,14,53.04,53,5.38,5.5,54.0,63.81334396226882,Medium
3.75,7.09,6.2,5.96,5.81,5,498,1,60.95,83,7.720000000000001,6.5,27.5,44.23020791080723,Low
3.82,1.67,3.22,1.2,4.36,5,321,2,62.86,93,6.91,8.0,25.5,59.26037201317676,Medium
8.53,7.38,6.98,3.37,0.64,12,444,8,75.24,84,5.96,4.5,21.5,80.24857488178976,High
9.31,7.53,2.91,4.29,4.73,6,233,3,98.1,55,8.53,4.0,64.5,77.90712411015811,High
6.22,6.08,2.27,2.07,3.69,6,108,7,64.48,44,6.775,6.5,53.5,52.05758420799078,Medium
4.36,4.69,4.04,2.46,1.84,9,434,18,83.16,76,5.41,7.5,18.5,72.06565443349993,High
1.0,3.3,3.67,3.0,2.51,8,414,18,51.4,38,8.34,2.5,61.5,61.78088784376114,Medium
1.7,1.38,0.45,0.39,1.86,10,390,11,60.48,50,5.965,5.5,45.0,46.2980004899572,Low
1.85,0.9,6.15,3.5,3.72,6,126,10,92.83,37,7.605,8.5,71.5,61.50015910825749,Medium
3.13,9.6,3.13,2.31,2.38,12,206,13,80.82,79,7.1850000000000005,7.0,26.5,69.23848329667993,Medium
2.94,6.54,3.67,4.37,2.24,14,26,5,86.26,75,5.53,5.0,37.5,55.56166345512048,Medium
5.66,2.2,5.69,1.41,5.31,11,175,0,81.08,46,5.215,3.0,68.5,59.58742617844582,Medium
9.47,1.59,0.39,4.69,0.64,2,65,12,75.76,32,7.625,4.0,59.5,73.52288723797095,High
8.69,1.55,2.01,0.49,3.01,8,276,9,63.71,80,6.074999999999999,6.5,64.5,97.98034534318782,High
5.34,2.16,1.76,1.83,1.99,1,151,1,66.57,49,6.54,6.5,99.5,58.42109773116602,Medium
0.66,0.83,4.22,3.32,0.11,3,164,9,67.94,41,5.215,3.5,45.0,54.05989597047377,Medium
1.15,9.3,6.84,0.89,1.43,3,491,9,87.47,89,7.34,6.5,62.0,54.17261562247215,Medium
8.67,4.72,3.82,1.32,2.93,14,463,16,79.54,79,6.51,4.5,40.5,86.51187982588795,High
3.19,3.81,2.46,0.96,3.84,14,260,1,42.02,72,6.925,5.5,39.0,59.71450415166348,Medium
3.52,5.8,0.82,5.2,4.86,1,452,9,90.11,30,8.25,4.5,41.0,55.02553962243099,Medium
1.83,4.07,0.02,2.54,5.01,5,137,16,43.52,90,5.19,8.5,37.0,82.72181530897603,High
2.62,8.52,2.26,4.3,4.12,11,226,3,64.71,82,5.885,3.0,61.0,53.35259623097486,Medium
2.85,3.92,3.71,3.53,3.0,6,359,7,56.82,55,7.46,5.5,66.5,57.59711579207236,Medium
4.41,7.64,2.85,3.68,2.82,13,359,2,99.99,42,7.550000000000001,5.0,72.5,65.12777099098501,Medium
6.42,4.8,3.67,5.62,5.28,11,23,4,88.62,89,7.300000000000001,6.5,55.5,65.44135523042787,Medium
3.85,5.21,3.52,2.02,5.38,13,467,4,98.86,54,6.24,7.0,58.0,67.12181256971121,Medium
4.77,9.51,3.6,1.61,1.05,9,0,0,97.21,32,5.765000000000001,8.0,32.5,43.40040757500534,Low
2.23,6.46,5.37,2.61,2.65,2,236,8,55.22,40,5.025,7.0,21.0,26.576293275160324,Low
1.04,5.16,2.98,2.67,4.8,4,238,19,53.63,82,5.64,6.5,91.5,70.80999157735464,Medium
3.81,4.27,6.56,5.41,3.88,1,46,3,69.83,85,7.205,9.0,65.0,51.666237785783785,Medium
1.09,8.04,6.41,5.16,2.08,10,56,6,47.93,31,6.845000000000001,3.5,31.0,40.864689365121365,Low
3.35,7.71,1.85,2.51,2.56,6,490,18,78.89,59,8.47,4.0,78.0,65.56885271490019,Medium
8.46,1.46,0.9,4.69,5.77,7,143,5,68.07,40,5.94,3.5,79.5,77.16086422004499,High
3.99,8.26,7.24,2.94,4.64,13,493,15,97.23,66,6.05,9.0,61.0,40.200901166601966,Low
2.34,5.7,1.37,5.14,3.66,5,441,4,78.88,58,7.555,6.5,78.0,64.63496701803616,Medium
9.07,11.7,5.19,0.93,5.91,7,212,19,87.9,61,5.905,7.0,28.5,73.83152031969342,High
6.57,5.89,6.93,5.77,4.69,3,264,15,47.31,63,5.484999999999999,6.5,83.5,63.53366342854591,Medium
9.89,11.35,0.04,1.52,1.3,14,31,0,76.62,53,4.970000000000001,7.5,77.5,61.50698949306492,Medium
3.35,9.74,2.13,1.79,1.48,14,95,4,87.84,83,8.875,3.0,46.5,59.27876139561297,Medium
2.4,11.63,2.31,0.01,4.62,12,393,4,42.31,87,5.955,5.0,62.0,53.26839818243701,Medium
3.33,2.87,5.52,1.96,0.42,3,316,17,48.09,86,8.745,6.0,80.5,78.00936692997244,High
8.22,4.32,5.16,4.66,5.89,12,170,15,86.94,32,6.77,6.5,66.0,72.72235090999655,High
1.94,7.27,4.42,3.57,4.2,7,148,16,43.61,89,8.035,6.5,99.5,63.23649424992468,Medium
2.79,1.62,7.3,5.65,0.9,13,35,15,50.67,36,4.64,6.0,50.0,55.93555194071647,Medium
7.17,8.68,7.9,4.99,5.73,9,398,12,68.38,64,7.335,6.5,103.0,64.55135644553728,Medium
7.51,3.59,0.54,0.75,5.67,10,296,14,51.6,79,7.07,8.0,57.5,86.65653742097707,High
9.61,2.22,6.97,5.17,0.11,6,104,4,79.75,52,7.555,5.5,29.0,85.57125482283234,High
9.81,1.18,1.71,2.99,2.06,1,11,1,52.28,36,6.745,6.5,29.5,66.01671730476811,Medium
6.8,5.27,1.23,3.09,0.57,8,412,5,98.01,70,7.335,7.5,75.5,76.48195497975573,High
3.95,1.96,6.25,5.52,0.84,11,278,13,40.66,42,5.824999999999999,6.5,72.0,66.53713503215474,Medium
4.8,6.24,5.06,0.1,4.51,13,376,10,58.0,64,7.459999999999999,6.0,74.0,49.2955212207482,Low
4.67,5.2,0.48,1.85,1.27,9,57,17,60.54,70,6.445,8.0,94.5,90.2735038225093,High
4.18,10.51,1.72,0.03,1.52,2,244,13,64.0,48,6.445,4.5,58.0,60.21810529225181,Medium
3.71,1.34,5.7,0.94,0.42,11,329,3,71.3,73,7.475,5.5,58.0,65.75391106453203,Medium
2.1,10.39,0.09,5.28,3.38,7,338,0,69.8,87,6.99,6.0,52.5,51.07194173552885,Medium
3.98,8.72,2.28,2.57,2.59,6,55,15,54.01,75,8.045,5.0,65.5,63.2807882408866,Medium
9.71,7.93,3.61,5.16,5.04,2,410,12,79.21,49,5.185,7.0,75.0,63.368423142848336,Medium
8.88,11.72,7.3,0.3,5.57,3,47,1,59.06,54,5.135,6.5,35.5,32.84435252060978,Low
6.36,1.07,6.8,1.3,0.8,12,285,2,87.91,61,6.9350000000000005,4.5,66.5,66.6244491032192,Medium
2.33,6.14,1.74,4.91,4.72,7,52,10,63.6,44,8.51,6.5,77.5,62.9422092569965,Medium
8.85,8.89,2.45,5.17,0.19,5,25,8,48.52,87,7.26,6.0,28.0,86.75055429383022,High
3.46,6.65,4.15,3.31,4.49,12,230,11,93.39,39,5.44,7.0,88.5,50.02573460556438,Medium
5.68,4.19,3.49,0.36,1.73,8,130,4,52.1,56,6.359999999999999,2.5,41.0,66.72429876535337,Medium
9.16,0.8,6.15,3.65,4.43,11,268,8,52.63,71,6.835,4.5,78.5,92.29637028732114,High
3.68,8.0,7.61,5.14,5.14,9,401,13,83.44,59,7.705,4.5,100.0,68.79584916456069,Medium
9.18,10.45,4.97,2.29,4.6,9,178,18,42.58,58,5.025,6.5,23.0,66.98656952413575,Medium
2.73,8.76,0.9,0.8,1.21,13,106,2,72.39,66,8.785,6.5,81.0,52.02894724650355,Medium
9.32,1.09,3.53,2.68,1.81,7,417,18,67.9,67,8.69,7.0,68.0,89.31383266271862,High
3.91,8.56,4.38,3.58,2.21,8,494,4,52.45,39,7.945,5.5,71.0,57.101854389938296,Medium
4.06,8.98,7.64,4.94,1.66,2,375,16,76.65,58,6.19,4.5,71.5,68.34388703177383,Medium
5.75,8.13,2.76,5.37,2.72,6,402,6,55.44,60,6.529999999999999,6.0,30.0,52.06574052208332,Medium
3.8,7.27,5.36,3.72,3.24,1,250,8,59.79,37,7.41,7.5,58.5,40.75606128425149,Low
4.77,8.57,0.09,0.31,0.81,13,77,1,41.41,33,6.005,4.0,43.0,41.34090769057695,Low
5.26,7.13,3.49,5.27,0.11,3,246,9,63.26,67,8.719999999999999,5.5,45.0,73.28834015085955,High
5.16,6.01,0.32,3.66,2.39,6,220,8,57.28,80,5.455,4.0,78.5,81.8911876838354,High
9.63,6.67,1.9,2.24,5.36,2,494,2,85.86,40,6.175000000000001,5.0,88.0,61.23290293384618,Medium
3.18,1.33,3.75,1.08,4.92,5,407,12,48.9,44,8.524999999999999,5.0,57.0,57.89456717403949,Medium
3.2,6.54,4.65,2.42,5.47,11,111,1,84.15,71,6.795,6.0,25.0,43.29970985280527,Low
8.46,8.59,7.01,3.04,3.51,6,58,19,91.99,50,6.715,8.0,75.5,71.82197209706041,Medium
4.22,6.18,1.48,3.96,4.34,6,154,17,59.64,76,6.54,5.0,35.0,87.01230111084065,High
1.2,6.91,2.47,2.0,3.91,14,81,16,52.43,53,7.75,2.5,63.0,64.97996255087125,Medium
5.07,9.29,4.46,3.96,2.88,11,399,12,69.0,63,7.1,4.0,78.5,90.70104857889191,High
5.73,2.13,1.7,2.47,1.41,2,272,10,49.62,66,8.175,3.5,54.5,76.62631825403727,High
6.37,9.12,7.26,3.21,0.55,2,217,15,66.91,40,7.935,5.0,64.0,60.71967505534128,Medium
2.73,4.8,6.99,5.11,4.57,1,230,9,83.29,38,5.96,4.5,65.0,38.32727976799917,Low
9.75,9.53,7.09,3.02,5.19,9,471,14,74.26,73,7.305,5.5,79.5,77.49700783387728,High
7.5,3.03,5.76,5.79,1.77,13,373,7,47.55,45,6.445,4.0,70.0,68.06898114658783,Medium
7.34,9.63,7.97,3.1,4.56,8,476,12,96.57,82,5.04,4.5,20.0,58.951113114167015,Medium
8.79,9.6,6.61,5.81,5.17,4,457,10,69.0,65,5.53,6.5,59.5,55.37347557703753,Medium
0.75,4.19,3.97,1.56,5.65,7,380,13,92.5,50,4.66,7.0,66.0,39.192365852467546,Low
6.32,9.65,5.91,3.62,1.01,5,149,12,50.66,60,7.205,7.5,78.0,54.50004399943596,Medium
8.27,1.92,0.77,0.25,1.73,14,313,4,66.65,74,7.84,5.5,43.5,87.87834150916376,High
0.83,9.81,7.34,2.3,2.54,8,347,9,97.2,61,7.05,3.5,71.0,51.31170882673856,Medium
7.68,2.18,7.87,2.06,0.66,5,96,1,68.24,77,6.475,8.0,79.0,65.04035077712554,Medium
9.9,11.83,6.86,4.88,1.27,7,103,0,90.05,86,6.065,5.0,70.5,72.99916555904991,High
6.14,7.25,0.28,5.98,0.3,5,17,8,88.15,46,7.25,4.5,66.0,76.02917739826208,High
4.53,9.49,1.32,4.8,4.36,1,235,2,85.37,83,7.395,3.5,44.0,78.46447434395077,High
4.81,6.98,0.84,0.7,3.38,14,278,2,82.96,55,7.74,5.0,49.0,61.5761182878871,Medium
6.96,7.16,3.41,3.41,3.56,1,485,4,49.58,99,7.26,8.0,44.5,62.40086666787517,Medium
5.91,6.05,0.3,2.31,4.59,1,97,2,95.46,84,5.465,7.5,47.5,69.45772973757347,Medium
7.98,2.09,7.55,0.12,0.5,10,308,14,96.25,31,7.635,6.5,47.5,72.5014496280624,High
4.51,3.63,4.68,3.4,0.65,12,323,12,90.93,57,4.845,7.0,80.0,55.68657845255101,Medium
4.46,11.26,4.54,3.01,0.15,12,181,5,45.37,45,8.2,4.5,41.0,34.940691507788365,Low
7.59,4.79,3.57,4.97,0.87,1,330,5,56.06,42,8.754999999999999,3.0,83.5,62.28944832839144,Medium
6.63,1.15,2.7,1.9,2.66,12,299,2,56.94,74,6.285,8.0,95.5,60.0733481653454,Medium
7.89,9.67,3.87,5.61,1.17,1,330,6,42.3,98,6.345,6.0,89.5,68.18661486820156,Medium
8.93,8.7,4.14,0.32,4.53,12,326,6,47.75,40,4.835,4.5,36.0,51.11114985021826,Medium
3.0,4.04,5.57,0.25,3.28,5,369,10,92.34,97,5.025,5.0,98.0,51.84978599105749,Medium
3.49,4.77,1.32,2.24,5.33,7,212,0,43.46,82,6.315,5.0,61.5,52.64021209712327,Medium
5.51,6.15,4.6,1.53,3.32,6,56,0,40.4,92,7.925000000000001,5.0,58.0,65.92483789679592,Medium
9.34,2.14,4.63,4.42,4.82,12,416,16,91.14,35,8.75,5.5,26.5,75.14981046937451,High
8.43,11.91,2.94,5.48,5.25,12,276,1,75.37,45,6.99,4.0,71.5,60.55190429960287,Medium
4.95,4.85,7.71,3.2,4.32,8,421,8,77.25,66,5.005,6.0,45.0,59.97459628116415,Medium
5.94,10.36,5.96,0.8,4.21,3,289,19,89.53,63,8.219999999999999,8.5,48.5,62.482152205858014,Medium
7.27,10.03,5.69,3.26,1.39,3,422,13,67.0,61,7.765000000000001,6.5,62.5,72.76066259157909,High
5.47,3.55,6.99,2.97,2.78,14,257,12,98.97,61,7.095,6.0,88.0,58.72992427419103,Medium
1.44,1.41,2.71,0.94,1.04,7,145,6,98.15,91,7.35,8.5,46.0,63.16604949623752,Medium
3.85,5.65,1.7,0.14,0.93,11,245,19,66.13,44,6.859999999999999,5.0,62.5,59.613753936954346,Medium
0.95,3.02,3.51,2.18,1.27,6,231,9,72.22,84,6.71,5.5,57.0,73.43455988307284,High
6.86,4.86,4.78,5.94,1.57,5,32,17,56.07,73,9.1,2.5,53.5,82.84990957579103,High
3.7,11.07,4.46,5.39,4.62,14,309,9,84.09,52,7.904999999999999,3.5,69.0,62.91085442159125,Medium
7.51,7.23,1.76,5.79,5.58,2,15,14,50.81,45,5.62,8.5,30.0,45.83471899301104,Low
4.58,5.36,2.15,1.25,0.5,8,40,0,44.18,50,6.115,5.5,63.5,45.86350894996242,Low
0.93,7.33,7.41,5.2,2.82,12,461,6,41.52,90,6.105,5.5,78.5,43.99856069600701,Low
4.11,1.7,0.65,2.96,5.29,5,213,2,98.47,76,6.69,6.5,68.0,70.35583669596336,Medium
2.58,9.24,4.03,5.44,2.42,2,128,10,84.5,91,5.91,9.0,80.5,54.45122838109504,Medium
2.54,7.01,3.8,1.38,5.34,9,209,3,85.13,52,6.885,5.0,83.5,56.819880579308375,Medium
4.09,11.65,3.07,2.57,2.64,13,186,6,87.6,98,5.17,8.0,62.0,60.712925079636,Medium
9.79,5.03,6.27,1.56,3.96,3,357,14,65.12,31,5.455,8.5,37.5,49.72592032343305,Low
9.62,2.65,7.38,0.35,4.9,1,191,7,74.37,67,7.439999999999999,5.0,54.0,63.72430098509792,Medium
8.13,2.56,7.98,2.66,4.87,3,130,19,81.56,91,7.45,6.5,75.5,77.52456626978301,High
2.83,10.36,0.98,0.25,2.98,8,337,19,97.1,89,5.925,7.5,77.5,71.61603626454914,Medium
7.76,5.8,0.34,4.27,0.68,4,452,1,79.81,81,6.215,4.0,46.0,73.32768634898538,High
0.65,3.86,2.2,2.87,3.16,11,134,12,74.23,59,7.645,5.5,53.5,69.48736073861082,Medium
1.04,9.57,5.46,4.47,2.52,8,177,16,48.54,48,5.785,6.5,30.0,36.11438748499408,Low
8.44,8.98,3.24,3.92,3.81,3,480,10,91.37,61,6.85,4.5,91.0,88.46377762839921,High
5.86,10.97,3.73,3.77,2.4,10,100,7,87.91,31,7.47,2.5,55.0,71.71029455914541,Medium
4.05,10.46,8.0,5.74,5.96,5,431,3,43.84,88,7.109999999999999,6.5,48.5,45.26494991028173,Low
7.53,1.62,3.93,1.07,2.28,1,86,17,78.39,49,4.96,4.0,55.5,77.86042482914617,High
1.59,2.47,7.32,5.1,0.2,10,324,6,48.87,62,4.54,6.5,70.5,42.4910584598236,Low
3.22,5.8,3.29,4.52,4.89,4,87,19,57.83,51,4.815,5.0,35.0,53.26090482299435,Medium
7.41,10.79,3.52,2.9,5.83,12,141,2,63.58,47,7.645,6.5,49.0,49.58263943174326,Low
2.47,9.08,6.17,1.28,3.01,7,190,0,58.88,78,6.93,8.0,22.5,35.17540798191449,Low
6.21,2.0,7.21,1.46,1.55,2,393,7,71.11,66,5.255,6.0,78.0,68.67363066249398,Medium
4.75,2.68,6.5,0.66,0.67,12,151,2,57.49,36,4.96,4.5,59.5,39.15524136014777,Low
2.42,5.84,3.77,2.85,5.69,8,322,4,97.01,74,8.030000000000001,2.5,91.5,65.2620074610873,Medium
8.94,8.42,5.58,4.44,1.89,1,268,19,91.6,51,6.1850000000000005,6.0,75.5,77.86304740565673,High
4.64,2.75,2.11,5.42,1.37,13,228,18,40.15,97,7.92,8.5,101.0,95.22697860655671,High
6.19,1.46,0.62,3.84,5.42,9,143,12,76.87,51,6.245,3.5,35.5,78.2292591290402,High
2.9,0.71,1.26,4.52,3.0,5,398,11,57.62,32,6.475,4.0,75.0,63.58422504240519,Medium
3.79,2.0,0.19,5.86,4.34,3,258,8,63.35,69,6.27,4.5,74.5,91.33097139390634,High
0.97,5.21,3.56,5.81,0.65,4,137,18,84.91,52,8.344999999999999,6.0,87.5,70.96038571662825,Medium
5.09,10.44,5.25,5.98,1.63,5,457,5,66.85,46,7.7,6.0,62.0,49.14163111887733,Low
3.78,0.97,0.27,2.74,0.16,6,322,17,55.72,83,7.75,6.0,38.5,90.24325859390224,High
3.63,8.32,0.41,1.45,3.74,4,88,17,49.27,33,6.245,6.0,77.5,50.04127631116262,Medium
8.95,2.04,4.17,4.98,5.36,11,211,11,50.13,94,6.779999999999999,6.0,30.5,69.58027762971203,Medium
7.19,6.15,7.52,0.55,5.38,13,96,18,96.35,91,5.515,4.5,60.5,90.4056959958306,High
4.84,3.81,1.13,1.14,5.32,9,231,7,77.39,40,7.165,6.0,56.0,68.19318476265677,Medium
2.36,10.14,5.43,2.45,2.29,5,143,2,83.18,70,5.68,3.0,59.5,48.73415775074629,Low
9.75,8.14,5.24,1.49,2.22,10,393,15,68.47,95,5.074999999999999,9.0,18.5,72.18783993862957,High
1.21,3.91,2.45,2.44,5.97,6,481,15,94.2,89,8.54,3.0,48.0,71.39856103826949,Medium
1.79,6.29,0.61,1.43,4.4,14,156,9,96.14,48,7.029999999999999,5.5,47.0,54.87819257970004,Medium
3.07,9.2,4.87,5.8,0.8,5,90,6,97.09,32,8.14,5.0,47.0,43.670731044504286,Low
9.57,10.47,3.55,5.52,0.71,6,185,15,58.95,83,4.7,4.5,56.5,86.15931033242482,High
3.15,7.63,2.5,1.54,4.19,1,150,1,43.8,93,6.495,7.5,73.5,49.38401705486528,Low
5.17,7.57,6.24,0.24,5.65,8,137,14,93.76,98,8.07,4.0,55.5,74.1073606374612,High
7.73,1.68,3.24,2.53,4.96,3,278,12,87.52,30,6.890000000000001,3.5,73.0,75.19354633744067,High
9.33,6.49,4.94,2.08,3.54,14,487,15,63.59,42,6.24,6.0,52.5,67.7804276619218,Medium
6.25,9.88,2.05,1.32,0.93,6,343,15,53.72,65,6.984999999999999,3.0,61.0,89.94108370348648,High
4.15,8.35,0.63,4.96,0.61,8,266,18,41.68,61,6.4,4.5,49.5,76.9333348218839,High
9.86,1.05,1.24,2.9,5.41,10,358,19,68.99,34,8.765,7.5,48.5,69.55528669412652,Medium
0.75,8.55,2.94,4.96,5.21,5,274,0,82.43,83,6.59,4.5,72.5,54.097140585423645,Medium
8.41,5.13,5.87,3.66,1.09,4,85,12,65.68,97,8.45,4.5,73.0,94.9200391852059,High
3.14,8.37,4.69,3.17,5.16,9,96,16,72.35,49,7.94,7.5,68.5,54.09126125760147,Medium
8.27,9.83,3.01,2.17,4.2,13,353,13,72.51,78,6.975,6.5,51.5,67.21853893624578,Medium
2.04,2.51,3.79,2.22,5.5,4,156,11,46.32,80,8.605,5.5,82.5,65.75857254638552,Medium
3.79,10.51,4.65,1.46,4.06,5,294,18,54.06,40,7.1,8.5,75.0,51.47611021856486,Medium
1.03,2.74,1.35,2.17,5.19,3,91,17,78.77,64,8.5,4.5,102.5,76.20823351391756,High
2.4,3.8,2.17,0.92,4.92,4,115,12,47.47,46,7.92,6.5,70.5,56.034495756412014,Medium
6.23,8.33,2.21,3.85,1.35,10,239,0,91.94,64,4.95,4.0,64.5,56.035402419986376,Medium
7.73,8.86,0.82,1.31,0.92,1,173,5,61.34,43,8.49,7.5,73.0,57.47066936411678,Medium
9.16,5.4,1.6,5.44,2.72,11,25,14,66.51,68,6.615,5.5,71.5,91.26870933984736,High
1.64,1.8,4.47,2.6,1.28,13,320,9,43.66,60,6.779999999999999,9.0,48.5,42.16072358787584,Low
